"batch_size","epochs","activation","dense","optimizer","drop","learning_rate","conv","clipnorm","clipvalue","decay","epsilon","rho","momentum","nesterov","beta_1","beta_2"
6,113,"relu","1000 500 100 50","sgd",0.875354561571381,0.0901781508266777,"50 50 50 50 50 1",9.1726649487054,6.97589170828368,8.06407266465249,"1e-06",2.89968316638621,4.45363228036556,TRUE,0.117018222630713,0.78076707862401
7,130,"softmax","2000 1000 1000 500 100 50","adadelta",0.0888235021540546,0.055280849170393,"32 20 16 32 10 1",5.52964093929266,4.46337692137307,1.67619158220128,"1e-14",0.259310024553558,3.89122370383586,FALSE,6.93908787757374,8.52180994948468
10,210,"tanh","2000 1000 1000 500 100 50","rmsprop",0.601492246011004,0.0787619634528407,"100 100 100 100 100 1",8.55337752220539,7.98723176428046,3.30659564494272,"1e-14",8.35293293703676,7.64068728030776,FALSE,4.34703265965136,1.0579177811608
8,301,"tanh","2000 1000 500 100 50","sgd",0.0894252624887391,0.0723086257719024,"50 50 50 50 50 1",6.26788290503706,6.51334583078018,7.16900255561341,"1e-08",9.73910025979522,5.18417375894147,FALSE,9.35103966199747,8.57421199159488
8,189,"softmax","2000 1000 1000 500 100 50","sgd",0.816727086069225,0.077050994657607,"25 25 25 25 25 1",3.18889493445527,6.59058591662655,8.77831385345548,"1e-12",1.40355159132042,7.18433328601881,FALSE,3.7007802078746,1.21650165180653
8,389,"tanh","2000 1000 500 100 50","rmsprop",0.318976425127394,0.0539252902114212,"64 32 16 32 64 1",4.03854580996169,7.72989405023706,2.31717858123593,"1e-14",9.33415200849051,1.96911818252411,FALSE,6.60576091972908,0.230281251672715
8,285,"hard_sigmoid","1000 500 100 50","sgd",0.595931602368539,0.0534039740362316,"32 20 16 32 10 1",0.808269942437244,3.61608452368151,6.60295388250263,"1e-12",9.58601245014176,5.04652552114683,TRUE,1.01214440692417,7.64814707312714
8,273,"softplus","1000 500 100 50","adadelta",0.287585419380572,0.0835497718389609,"100 100 100 100 100 1",8.33372012583686,8.11779277875158,5.02426776438835,"1e-10",2.4028016949493,2.78660525112413,TRUE,3.17053991235688,2.99557236838491
10,347,"softmax","2000 1000 1000 1000 500 100 50","rmsprop",0.728648007914051,0.0719083049064436,"32 20 16 32 10 1",7.79166413300944,1.78741801255681,4.72919153823634,"1e-06",0.523205672533337,5.78238998022163,FALSE,5.70735050976286,9.26252338908054
5,134,"sigmoid","2000 1000 1000 1000 500 100 50","adadelta",0.512316061723384,0.0455370537154989,"50 50 50 50 50 1",0.832173807265778,1.48534155646748,9.00472065136652,"1e-14",3.22060105134954,1.99240958092851,FALSE,3.42812339181865,4.66483427256337
5,327,"relu","2000 1000 1000 1000 500 100 50","adadelta",0.129586803863675,0.0324052895227329,"32 20 16 32 10 1",3.4773572461958,7.07380570061854,1.43467109344318,"1e-12",5.42469467316116,0.216345634489553,FALSE,7.6606517415476,2.39803643913563
5,105,"hard_sigmoid","500 100 50","adam",0.832549041710584,0.0135783199616352,"100 100 100 100 100 1",1.12992445770846,7.68032521709674,5.34834473641007,"1e-08",9.81313014736849,9.877444265784,TRUE,9.05904854808964,8.32981427595671
6,478,"softsign","1000 500 100 50","adadelta",0.318330144282477,0.0209439275777276,"64 32 16 32 64 1",3.96135191208662,7.00762210218988,0.696313346491661,"1e-06",9.63235550119632,0.928232683893293,FALSE,3.15996418613453,5.63844475566168
5,488,"relu","2000 1000 1000 500 100 50","sgd",0.43280071293083,0.00103021985401789,"100 100 100 100 100 1",5.27707450945017,7.45788928110405,7.53701743634883,"1e-14",3.27630340818375,1.31004250884987,TRUE,6.63034609363893,8.76293536404564
9,454,"hard_sigmoid","2000 1000 500 100 50","adagrad",0.542741816323868,0.0596067608096358,"100 100 100 100 100 1",1.7898492093926,2.6944117940606,9.54581575896824,"1e-12",9.19598722208086,0.308830022106413,FALSE,8.22766993333422,8.04285106864458
8,377,"tanh","2000 1000 500 100 50","adagrad",0.688019641561434,0.0244477333629164,"25 25 25 25 25 1",2.13197391440779,8.14405664574872,2.12930339037557,"1e-06",5.35664295306451,7.91908624663134,TRUE,8.49152135524837,5.24650981969556
5,424,"hard_sigmoid","2000 1000 1000 1000 500 100 50","adadelta",0.703661180379696,0.00696058867431716,"32 20 16 32 10 1",6.44719520871989,8.84269344298406,6.69351113723125,"1e-12",2.73417462657654,8.29228661348461,TRUE,5.97069041802883,4.59859345674852
5,340,"softsign","1000 500 100 50","rmsprop",0.552228599376488,0.0577890007756767,"50 50 50 50 50 1",3.24977989324839,4.70904083355989,2.6378862067021,"1e-06",0.137182236705787,5.68743283332093,FALSE,6.5419130156772,1.73393917629945
6,320,"sigmoid","500 100 50","adadelta",0.884373324899899,0.0496513333025764,"64 32 16 32 64 1",7.24308217358732,8.11421504928424,3.21842068150523,"1e-08",4.14698718373318,9.82308850818779,FALSE,1.57280747151527,7.31253371660882
5,128,"relu","2000 1000 500 100 50","adagrad",0.102992086866859,0.00529595471508669,"50 50 50 50 50 1",9.3872680634678,2.25142276568831,0.273448906802805,"1e-12",0.329884157557097,2.40395130650839,FALSE,5.22181226229829,4.67477070319907
5,243,"softsign","500 100 50","adagrad",0.418516517756518,0.0013975507639218,"64 32 16 32 64 1",4.94269735933202,1.33080193878384,4.45177025169716,"1e-14",2.8129535154877,5.54554505823529,TRUE,5.60423201066105,8.69961830907079
7,276,"softmax","2000 1000 1000 500 100 50","adadelta",0.223769354980357,0.084725309497217,"25 25 25 25 25 1",6.6153888315059,7.84171974281273,5.70652191161295,"1e-08",6.71766878139394,3.58982110893703,TRUE,7.72120010473625,1.84477912838734
5,356,"hard_sigmoid","500 100 50","sgd",0.703045070770348,0.0319372916445857,"50 50 50 50 50 1",9.54617438222672,2.3996376907057,2.87965008350206,"1e-06",9.13861974778354,1.82829751953715,TRUE,8.48680658238878,1.47702192608303
7,233,"softsign","2000 1000 500 100 50","adadelta",0.0439277009951184,0.0111905522435757,"100 100 100 100 100 1",9.34366725778406,3.81002822671945,8.55946743014851,"1e-08",8.73092240306382,8.98309245511424,FALSE,3.49914966906253,2.12266441392958
6,424,"softmax","2000 1000 1000 1000 500 100 50","adagrad",0.249493407980714,0.0269009703241699,"50 50 50 50 50 1",2.08147566077921,5.36488127458705,4.97939841997693,"1e-10",3.84891508892695,5.00183046996477,TRUE,0.741181865437549,1.48560576441111
10,151,"sigmoid","2000 1000 1000 500 100 50","sgd",0.385553223988821,0.00320419600942797,"100 100 100 100 100 1",4.73805675788931,6.15824198475349,1.09725531363394,"1e-12",8.96817980972186,0.46541550589609,FALSE,3.65462030814097,5.51443926506749
9,150,"softmax","2000 1000 1000 1000 500 100 50","sgd",0.739963592409412,0.0640284860534985,"64 32 16 32 64 1",1.46738366475349,2.15471792873898,6.65392691830406,"1e-10",0.496609981078664,7.86452946902486,TRUE,4.82831585298153,2.61959027853882
5,500,"sigmoid","2000 1000 500 100 50","adam",0.410662099185318,0.0150252389326529,"100 100 100 100 100 1",5.53217828322563,4.78945027935304,5.59765163870761,"1e-14",2.03778028066684,1.22411722806632,TRUE,7.90057920082203,8.32160393173879
8,433,"softsign","2000 1000 1000 1000 500 100 50","adagrad",0.638338726028509,0.0654269300700905,"100 100 100 100 100 1",3.49304192197653,2.40102461926434,7.92093755860231,"1e-10",1.24278209406331,6.00662213400821,FALSE,2.63575109103815,2.82952678440355
10,342,"tanh","1000 500 100 50","adam",0.225289256722061,0.00313318327478003,"32 20 16 32 10 1",8.77209244701667,4.76401172298425,4.50814316946664,"1e-06",3.39109516996998,4.83172976858332,TRUE,7.98375751827289,8.62583123872618
8,109,"elu","1000 500 100 50","adagrad",0.825072676548595,0.080395718136029,"100 100 100 100 100 1",6.94164501651421,7.47631362945731,5.36591026871698,"1e-12",4.30451672684521,4.35358082707156,TRUE,1.4623719236524,4.8226746999943
5,215,"linear","2000 1000 500 100 50","rmsprop",0.607050219004252,0.0796301300290161,"32 20 16 32 10 1",7.56992329205586,8.73660702155621,2.20568600111641,"1e-10",8.59488334972973,4.27423560196767,TRUE,6.25700853496253,6.05656595592299
9,449,"softmax","2000 1000 1000 500 100 50","adagrad",0.873682741915737,0.0272439734773269,"25 25 25 25 25 1",5.54481064366045,2.98810701981931,3.80633457205724,"1e-06",3.18343002835724,5.88934033449856,TRUE,8.49625877236011,9.64124320929659
8,260,"elu","2000 1000 500 100 50","sgd",0.535911945656058,0.0950903173065513,"32 20 16 32 10 1",0.00217409689839131,1.29263046723525,9.33848531152122,"1e-14",7.03889679946724,7.4933276357979,FALSE,0.0731838513283751,1.42281830051397
9,424,"softsign","2000 1000 1000 1000 500 100 50","adadelta",0.860011078485427,0.0959173538982902,"50 50 50 50 50 1",9.61522914370701,3.25986889652593,6.75951460355311,"1e-06",7.20249394821039,7.95648589085205,FALSE,7.47614309603526,4.37436915218395
5,447,"tanh","2000 1000 500 100 50","rmsprop",0.878956570839824,0.0907076786366706,"100 100 100 100 100 1",3.8574231500365,0.106757937283317,0.322535164823057,"1e-08",8.31408360877348,8.12911755388486,TRUE,7.0978794896878,0.464181607017999
6,171,"tanh","1000 500 100 50","sgd",0.184249186179461,0.00673571330158661,"64 32 16 32 64 1",7.33307741370712,0.36451526768308,3.67482739386964,"1e-06",1.85465328422981,8.60112966402201,TRUE,6.31914424505011,7.4192521602996
8,190,"softplus","2000 1000 1000 500 100 50","adadelta",0.545847311955295,0.0685123864137279,"100 100 100 100 100 1",5.24925738850188,7.83879221846481,1.17741258719005,"1e-14",2.67882903573291,4.96954558529542,FALSE,6.98374380973224,8.81971528446522
5,234,"linear","1000 500 100 50","adadelta",0.753654673040926,0.0467369354878614,"100 100 100 100 100 1",9.35929938738746,1.16715750999166,2.43387552185217,"1e-08",7.18562137438691,2.51666859937133,TRUE,4.43724184464843,7.72421177645968
7,154,"linear","2000 1000 1000 500 100 50","adadelta",0.130780948959861,0.0602471761296122,"100 100 100 100 100 1",4.43715896203824,7.80166247961734,6.64200017720577,"1e-06",0.678974853181303,1.82381564616808,TRUE,9.48810538362507,6.08846811675703
10,146,"softsign","500 100 50","adagrad",0.787144377725199,0.0660667360410591,"32 20 16 32 10 1",6.53286663529772,9.19225193941662,9.78073529064655,"1e-08",1.5176217333194,1.8187892030098,FALSE,8.22173900016866,1.97378817445954
6,110,"elu","2000 1000 1000 500 100 50","rmsprop",0.825883388645353,0.065309473673208,"50 50 50 50 50 1",7.95094214008656,4.75735448327081,9.48633615462575,"1e-06",7.39821376108461,0.833181698874105,TRUE,9.70297923710598,1.59900992703727
8,257,"softmax","500 100 50","sgd",0.206650719300471,0.0110376838280326,"50 50 50 50 50 1",6.73059337052277,2.89885286741469,8.44576212624204,"1e-10",7.76203560137428,4.89915473605157,FALSE,3.38319825356313,7.84131160675028
9,346,"softplus","2000 1000 500 100 50","rmsprop",0.308434900677775,0.0508508747092739,"100 100 100 100 100 1",0.202310826567439,1.72699666302674,9.9964580543153,"1e-06",9.82095128721687,2.67106214375468,TRUE,6.62801629406299,4.3529153924511
8,166,"tanh","1000 500 100 50","adagrad",0.553022054458852,0.0692672649157358,"64 32 16 32 64 1",6.22732194803396,5.58195432559806,3.33344947819365,"1e-06",2.30939204290736,5.68117207792122,TRUE,0.831215681055547,3.79165658287492
6,359,"softmax","2000 1000 500 100 50","adagrad",0.241803163247555,0.0379612536612249,"50 50 50 50 50 1",2.53086442780521,3.7636994668415,6.00921263349243,"1e-06",8.66990616387025,8.85880545125459,TRUE,6.31262160336132,0.57743443414953
5,422,"elu","2000 1000 1000 1000 500 100 50","adam",0.885562663269031,0.0743856013494057,"32 20 16 32 10 1",5.34842258654803,4.89381249904198,9.02660724033252,"1e-14",2.13651140773104,2.82021477518836,TRUE,7.56189423759405,9.70205898325825
9,374,"linear","1000 500 100 50","adadelta",0.750338008941023,0.0311607518436434,"25 25 25 25 25 1",3.65736347983671,5.64264017150763,8.1726435952622,"1e-14",0.0710067671157157,2.31169993269374,TRUE,4.49027906612229,6.71247124490023
5,480,"elu","1000 500 100 50","sgd",0.317160611748195,0.0579821025457645,"100 100 100 100 100 1",5.63408302411471,1.39808886830333,8.95372406332987,"1e-14",1.12110899860697,1.240797609156,TRUE,7.11578955320972,4.41137446291149
8,411,"tanh","2000 1000 500 100 50","adadelta",0.0922719191888231,0.0761959127802616,"64 32 16 32 64 1",2.75646134221287,8.32173751333979,0.20777184474864,"1e-12",8.68826934814474,3.6371713816782,FALSE,2.21025963481791,1.25510129543146
10,175,"relu","2000 1000 1000 500 100 50","adagrad",0.721485441477899,0.0441941783551291,"50 50 50 50 50 1",6.51724517114035,8.59274289029698,2.96746697115479,"1e-06",5.33835420533189,3.12615672457963,FALSE,3.93014704487667,1.03356830514153
7,415,"elu","2000 1000 500 100 50","adadelta",0.295396941201633,0.0315195368665887,"100 100 100 100 100 1",9.68649969511438,3.50058229539458,8.49617344077327,"1e-08",1.15286544728571,2.19126923369593,FALSE,9.76333774803043,4.59392616565691
10,468,"tanh","2000 1000 1000 500 100 50","rmsprop",0.248554384626949,0.0306347690203962,"32 20 16 32 10 1",6.91876550190556,4.30360056024967,0.593360331091099,"1e-06",3.75505336864914,7.89615572388866,TRUE,5.05087518946214,6.6821202612819
6,287,"softmax","2000 1000 1000 500 100 50","adam",0.167327723062062,0.0335299576202805,"25 25 25 25 25 1",8.43827319357809,9.96686470872121,3.69839917231118,"1e-14",7.8315564299546,2.75714053522446,TRUE,3.48923382733232,9.9801058247876
9,392,"elu","1000 500 100 50","adagrad",0.760396323292411,0.0414202229865319,"64 32 16 32 64 1",0.612829832979593,9.20496812759907,1.97464937683893,"1e-14",7.94674000695163,5.41541985225515,TRUE,8.87239494675248,3.61892671597105
8,373,"softmax","2000 1000 1000 1000 500 100 50","sgd",0.660114052849228,0.0372421496791691,"100 100 100 100 100 1",1.91909389254062,6.82863813316848,1.604657561247,"1e-10",6.83212769494743,0.151048726671142,TRUE,4.37028932256168,8.09462584404164
6,295,"relu","500 100 50","rmsprop",0.437344212805107,0.0380977298879684,"25 25 25 25 25 1",6.38357118181495,5.61385709332238,6.16508801746298,"1e-06",8.09107108597468,3.07357536067837,TRUE,3.55752008704058,6.07811395124012
8,162,"softmax","2000 1000 500 100 50","adagrad",0.633780534557719,0.00191060904457756,"50 50 50 50 50 1",7.3475812753397,6.34075701577498,7.42153110699728,"1e-08",1.86834700382183,6.68212775540771,FALSE,8.51154848187003,3.81918127001676
9,395,"linear","500 100 50","adadelta",0.356845284092019,0.0512253152042682,"50 50 50 50 50 1",7.22415016388168,5.45118998493096,5.14706953435671,"1e-12",0.857931253298739,9.05725049891043,TRUE,0.84600374574355,1.34789231293291
9,111,"elu","2000 1000 1000 1000 500 100 50","adagrad",0.351202770395146,0.0783408516925318,"25 25 25 25 25 1",6.66826691753517,1.93219287479475,2.01670245209243,"1e-06",6.1094194210273,4.04753676034627,TRUE,4.61671835179868,4.7230477371708
6,269,"hard_sigmoid","500 100 50","adadelta",0.33212245794948,0.0550171988596483,"25 25 25 25 25 1",8.51313131079719,3.37009439517046,7.62928264756803,"1e-08",0.535845903874872,1.01463605636382,TRUE,7.85229155714337,8.77371255192825
5,182,"hard_sigmoid","1000 500 100 50","adam",0.796296561471513,0.0674759025877483,"50 50 50 50 50 1",5.23644003427904,8.83078991910856,3.18483069660026,"1e-08",1.70531167333911,8.37859376183944,FALSE,3.54578810246948,5.91372718492781
5,125,"tanh","2000 1000 1000 1000 500 100 50","adam",0.178415131274192,0.0481120017510254,"50 50 50 50 50 1",8.17597356411682,6.2646464275519,0.963804314784938,"1e-14",0.254028175127101,3.74259408620419,TRUE,8.74550039088394,4.66775624976969
7,219,"relu","2000 1000 1000 1000 500 100 50","sgd",0.528393570871465,0.00270432448806753,"64 32 16 32 64 1",5.46105875353366,2.54227325706108,4.67750977977063,"1e-12",7.07249432035929,2.49319303539,TRUE,1.01910972169429,3.18531644811663
8,464,"elu","2000 1000 1000 500 100 50","adagrad",0.472201601751486,0.0693033131300739,"32 20 16 32 10 1",8.42917051649239,5.55216331421779,1.10496269199299,"1e-12",4.70451688394705,8.38852341146558,TRUE,2.07527243969745,1.04846404781945
10,406,"relu","2000 1000 500 100 50","adadelta",0.376118368262274,0.0212252603631087,"25 25 25 25 25 1",9.01556938383398,3.23136857706312,0.393055244694697,"1e-10",4.42580040736325,7.35477267360315,TRUE,3.98678355940437,5.83624380553029
5,394,"tanh","2000 1000 1000 500 100 50","adam",0.624030821358226,0.0589525562433532,"50 50 50 50 50 1",3.46917154092492,4.48259732653041,5.04397968037869,"1e-10",4.46939076674013,9.26329808215727,FALSE,4.65155901066458,1.91137403551697
10,350,"sigmoid","2000 1000 1000 1000 500 100 50","sgd",0.421248150231375,0.0276476216756834,"64 32 16 32 64 1",1.31477149216791,1.01699096824469,5.7186612012051,"1e-14",3.71217764450573,7.52066449293285,FALSE,6.36987503450578,5.97156380428522
8,401,"elu","2000 1000 1000 500 100 50","sgd",0.185670311289467,0.0612760537510082,"32 20 16 32 10 1",3.58112403630054,7.9533611234998,2.01239887794014,"1e-14",7.07788025735699,7.81703586855205,FALSE,8.87971118403236,2.46983181736898
10,193,"relu","2000 1000 1000 1000 500 100 50","adadelta",0.334832388010283,0.0631128833679729,"32 20 16 32 10 1",3.89162425550262,5.70751421678444,3.35816874812939,"1e-10",4.95526927618694,4.91333262351225,TRUE,7.73039382672,2.21010830145483
6,271,"relu","2000 1000 1000 1000 500 100 50","adam",0.350330830959161,0.0559125405271517,"64 32 16 32 64 1",2.60201748327517,2.4392717707488,8.94770357021014,"1e-10",6.61741390750726,5.44315474428236,TRUE,8.0017028297666,0.555331443703548
9,158,"hard_sigmoid","2000 1000 1000 1000 500 100 50","adadelta",0.0929531457201694,0.0179505786822107,"25 25 25 25 25 1",6.70287249500611,7.65099267823043,1.46072639319929,"1e-10",6.53824531585988,7.88111170009477,TRUE,2.52814055935213,3.75468517440643
7,231,"softmax","2000 1000 1000 500 100 50","adam",0.792755018193706,0.09484146670839,"32 20 16 32 10 1",1.57617329524133,2.52630816489344,1.24384568726178,"1e-06",4.30969885005672,3.4222885614715,FALSE,3.96416847728131,5.44572804459304
5,226,"relu","2000 1000 500 100 50","adam",0.378683725427825,0.0446216704738073,"25 25 25 25 25 1",1.36907887197723,1.55554961783093,2.07779628960765,"1e-14",5.298541325323,2.58117032647133,TRUE,2.04659376535744,5.90140551935483
5,215,"linear","2000 1000 1000 500 100 50","adadelta",0.746078457644256,0.0109357828635015,"50 50 50 50 50 1",0.739048307734558,4.6794876942082,4.84008364625159,"1e-06",8.21071792532537,9.18769204083248,FALSE,0.649474459800407,1.22311769601522
9,497,"softplus","500 100 50","sgd",0.281635548835702,0.0731647656103452,"64 32 16 32 64 1",9.76667200647556,9.30739952828065,5.5895422661968,"1e-12",4.2272642261309,0.7706082245789,TRUE,9.60819589794179,8.03321187245115
6,143,"softplus","2000 1000 1000 1000 500 100 50","adadelta",0.115700412383198,0.0161200366671797,"32 20 16 32 10 1",4.43317696424661,9.50027887397762,2.21552352886298,"1e-12",5.15573587980711,7.06665487124934,FALSE,9.02827849477255,7.94777355678636
